Time	Me-P1	Me-P2	Me-P3	Me-P4	Me-P5	Me-P6	Me-P7	Me-P8	Me-P9	Me-P10	Me-P11	Me-P12	Me-P13	Me-P14	Me-P15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32.4000174421115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64.8000280774914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97.2000942151591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129.600086588865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162.000141859602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194.40015798223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226.800150702396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259.20016513874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291.600170916543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324.000181388235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
356.400171908988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388.80015883642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
421.200194181735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
453.600259468489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
486.000259273315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
518.400256669378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
550.800253150867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
583.200267872768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615.600305853065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
648.000332610949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
680.400347552047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
712.800347137016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
745.200399885009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
777.600432469744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
810.000421368415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
842.400463519625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
874.800445163757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
907.200448974969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
939.600461794472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
972.000475202718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1004.40048498804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1036.8005054268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1069.20050954699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1101.60053043508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1134.00056269827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1166.40057174122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1198.80056825681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1231.20058785446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1263.60061151355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1296.00063268246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1328.40064206091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1360.8006307216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1393.20063412581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1425.6006727072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1458.00071610249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1490.40072065359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1522.80071408563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1555.20073262008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1587.60076186279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1620.00074881269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1652.40075491305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1684.80076937642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1717.20078723933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1749.60079093627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1782.00081800171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1814.40082839279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1846.80083272313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1879.20085160549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1911.60086302385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1944.00087937008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1976.40087599459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008.80088423839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2041.20089414042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2073.60089797321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2106.00090315155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2138.4009080795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2170.80092066587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2203.20093107617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2235.60093790487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2268.00097684532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2300.40097286347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2332.80099176492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2365.20101902552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2397.60102717804	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2430.00102198509	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2462.40104032662	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2494.80104683329	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2527.20105299081	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2559.60107787845	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2592.0010751297	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2624.40105845298	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2656.80109140158	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2689.20110429076	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2721.60109718369	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2754.00111358959	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2786.40112871082	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2818.80114342271	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2851.20115738292	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2883.60115182035	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2916.00116798358	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2948.40117369483	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2980.80118341755	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3013.20118963653	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3045.60118506218	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3078.00118855431	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3110.40120173781	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3142.80120618606	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3175.20121900223	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3207.60122588241	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3240.00122994785	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3272.40125395674	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3304.80126506463	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3337.2012660742	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3369.60127462724	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3402.00127726394	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3434.4012818815	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3466.8012702027	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3499.20127697305	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3531.60130103253	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3564.00129875087	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3596.40129998064	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3628.80131205181	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3661.20134031831	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3693.60131531292	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3726.00135430899	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3758.40136048718	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3790.8013702249	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3823.20137509025	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3855.60137334139	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3888.00139263844	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3920.40140332518	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3952.80140770657	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
3985.2014064762	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
4017.60142798065	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
4050.00145485586	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
4082.40146530758	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
4114.80146442537	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
4147.20148811995	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
4179.60151714949	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
4212.00151780425	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
4244.40153883247	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
4276.80157927296	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
4309.20160814828	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
4341.60160909938	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
4374.00161897407	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
4406.40158959621	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
4438.8016264951	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4471.20163306872	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4503.60164379984	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4536.00164544013	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4568.40167131579	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4600.80165787802	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4633.20166699699	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4665.60167747149	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4698.00168282695	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4730.40168001663	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4762.80168950803	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4795.20169536201	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4827.60170359749	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4860.00170342799	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4892.40174259893	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4924.80175699817	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4957.20177799187	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
4989.60175388293	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5022.00180030516	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5054.40180269916	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5086.8018033742	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5119.20181010726	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5151.60180160409	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5184.00181882916	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0
5216.40181141883	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0
5248.80177754078	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0
5281.20184071773	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0
5313.60185787064	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0
5346.00186732255	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0
5378.40188294572	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0
5410.80189822442	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0
5443.20194280156	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0
5475.60194467366	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0
5508.00194374676	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0
5540.40199998483	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0
5572.80200941821	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5605.20202199428	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5637.60202898455	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5670.00203838383	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5702.40204095843	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5734.80206755572	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5767.20206766378	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5799.60206850768	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5832.00208515267	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5864.40209139954	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5896.80209610432	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5929.2020967594	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5961.60211158505	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
5994.00211190858	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6026.40211161713	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6058.80211697288	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6091.20212069276	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6123.60211465047	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6156.00212395288	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6188.40213571285	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6220.80213658029	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6253.20214027894	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6285.60215067117	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6318.00215982319	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6350.40217719702	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6382.80219252557	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6415.20219899721	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6447.60219582068	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6480.00222206184	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6512.40221589152	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6544.80222639709	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6577.20223829003	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6609.60224826671	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6642.00226781438	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6674.40224992928	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6706.80228264429	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6739.20227181954	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6771.60228673674	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6804.00228629012	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6836.4023099858	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6868.80230735807	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6901.20230201621	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6933.60231805482	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6966.00231776135	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
6998.40232313749	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
7030.80233471587	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
7063.20235224857	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
7095.6023509321	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
7128.0023589376	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
7160.40236346642	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
7192.80233024347	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
7225.20238429543	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
7257.60237766613	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
7290.00239048337	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
7322.40239160121	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
7354.80238003189	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
7387.20239444923	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
7419.60240971542	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
7452.00243731129	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
7484.40241697823	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
7516.80244832406	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
7549.20246413442	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
7581.60248078064	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
7614.00247815579	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
7646.40249402002	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
7678.80249910195	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
7711.2024952281	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
7743.60250747132	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
7776.00251018523	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
7808.40252499134	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
7840.80251794913	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
7873.20253029497	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
7905.60252964266	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
7938.00255092665	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
7970.40254570965	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8002.80254498155	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8035.20255241448	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8067.60255056218	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8100.00255659303	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8132.40255527728	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8164.80254888311	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8197.20255640448	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8229.6025748746	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8262.00257459417	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8294.40257571412	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8326.80259531527	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8359.20259287006	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8391.60259854218	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8424.00260123138	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8456.40262184862	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8488.80261974989	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8521.20263324358	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8553.60265576049	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8586.00266455565	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8618.40267751416	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8650.80269114177	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8683.20269093082	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8715.60270003812	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8748.00270955967	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8780.40270981808	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8812.80271004419	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8845.20271503532	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8877.60272504103	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8910.00273454886	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8942.40275937054	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
8974.80275382282	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9007.20276348656	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9039.60275364224	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9072.00277315446	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9104.40275940431	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9136.80278324275	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9169.20279690364	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9201.60280385707	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9234.00279883898	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9266.40280022847	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9298.80280232121	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9331.20282204103	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9363.60283014043	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9396.00283209101	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9428.40283524881	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9460.8028406843	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9493.20284031189	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9525.6028496217	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9558.0028467685	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9590.40285238566	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9622.80285425418	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9655.20285867997	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9687.60286425529	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9720.00286306023	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9752.40286453299	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9784.80286757561	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9817.20287960272	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9849.60287357029	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9882.00288443618	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9914.40288705048	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9946.80288992186	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
9979.20289775424	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
10011.6029187946	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
10044.0029315548	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
10076.4029506794	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
10108.8029540932	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
10141.202958653	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
10173.6029598031	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
10206.0029871202	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
10238.4029985887	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
10270.802990741	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
10303.2030047144	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
10335.6030118066	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
10368.0030135931	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
10400.4030306558	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
10432.8030389462	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
10465.2030413101	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
10497.6030357696	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
10530.0030327701	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
10562.4030381059	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
10594.8030622216	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
10627.2030606738	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
10659.6030537979	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
10692.0030541921	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
10724.4030677528	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0
